child_lemma	child_pos	child_case	child_number	parent_lemma	parent_pos	parent_case	parent_number	text	sentence	sentence_id	child_lemma_total
vara	NOUN	Gen	Plur	suurus	NOUN	Par	Sing	varade suurust	Viimane aitaks vähendada valuutakursi muutmisega seotud riske , sest nii suurendatakse eurol põhinevate ___varade___ ___suurust___ ja osatähtsust .	3040	20
pank	NOUN	Gen	Plur	tingimus	NOUN	Par	Plur	pankade tingimusi	Arvustatakse ___pankade___ paindumatuid ___tingimusi___ laenutagatise ja tulude taseme osas .	3049	51
väljastamine	NOUN	Gen	Sing	poliitika	NOUN	Par	Sing	väljastamise poliitikat	Järjest enam on nimetatud ka pankade liiga liberaalset laenude ___väljastamise___ ___poliitikat___ .	3050	2
taotlus	NOUN	Gen	Sing	vormistamine	NOUN	Par	Sing	taotluse vormistamist	Pärast ___taotluse___ ___vormistamist___ kulub andmete kontrollimiseks umbes nädal aega .	3055	5
nädal	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	nädal aega	Pärast taotluse vormistamist kulub andmete kontrollimiseks umbes ___nädal___ ___aega___ .	3055	225
isik	NOUN	Gen	Sing	nimi	NOUN	Par	Sing	isiku nime	Asutuse nimi kirjutatakse välja , ___isiku___ ___nime___ tavaliselt ei märgita .	3158	31
avaldamine	NOUN	Gen	Sing	põhjus	NOUN	Par	Sing	avaldamise põhjust	Avalduse tekst peab olema lühike ja konkreetne , sisaldades ainult ___avaldamise___ ___põhjust___ .	3161	3
avaldaja	NOUN	Gen	Sing	all_kiri	NOUN	Par	Sing	avaldaja allkirja	Kui esitatakse ka lisadokumente ( CV , lõputunnistuse koopia , autojuhiloa koopia vms ) , siis loetletakse need lisas pärast ___avaldaja___ ___allkirja___ ja isikuandmeid .	3164	3
tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Politsei saabus sündmuskohale kella 13.40-ks , protokolli koostamine ja seletuste kuulamine lõppes alles kell 14.15 ning seetõttu jõudsin ma staadionile ___tund___ ___aega___ ettenähtust hiljem .	3169	555
enamik	NOUN	Nom	Sing	rahvas	NOUN	Par	Sing	Enamik rahvast	___Enamik___ ___rahvast___ näeb metsas suurepärast puhkamispaika , samuti on metsal suur roll loodus- ja keskkonnakaitses .	3193	42
maa_ilm	NOUN	Gen	Sing	kliima	NOUN	Par	Sing	maailma kliimat	Roheliste jaoks on mets ökosüsteem , mis kujundab ___maailma___ ___kliimat___ ning kaitseb mulda , vett , õhku ja loomastikku .	3195	223
metsa_kasutamine	NOUN	Gen	Sing	viis	NOUN	Par	Plur	Metsakasutamise viise	___Metsakasutamise___ ___viise___ on metsaseaduses kokku üheksa : puidu saamine , looduskaitse , keskkonnakaitse , sanitaarkaitse , rekreatsioon , metsade kõrvalkasutus , teadus- ja õppetöö , jahindus ning riigikaitse .	3198	1
enamik	NOUN	Par	Sing	toode	NOUN	Par	Plur	enamikku tooteid	Tänapäeva maailmas on teadus juba niikaugele arenenud , et ___enamikku___ puidust valmistatud ___tooteid___ saaks asendada teiste materjalidega .	3203	42
gaas	NOUN	Gen	Plur	liikumine	NOUN	Par	Sing	gaaside liikumist	Nad tõkestava tahma , suitsu ja ___gaaside___ ___liikumist___ ja puhastavad õhku .	3213	13
tööstus_rajoon	NOUN	Gen	Plur	saaste	NOUN	Par	Sing	tööstusrajoonide saastet	Ta soovib , et maanteid ääristaks esteetiliselt nauditav mets , et ___tööstusrajoonide___ ___saastet___ vähendaks metsa olemasolu .	3228	2
mets	NOUN	Gen	Sing	olemas_olu	NOUN	Par	Sing	metsa olemasolu	Ta soovib , et maanteid ääristaks esteetiliselt nauditav mets , et tööstusrajoonide saastet vähendaks ___metsa___ ___olemasolu___ .	3228	201
aed	NOUN	Gen	Plur	umb_rohe	NOUN	Par	Plur	aedade umbrohte	Võilill on ___aedade___ kiuslikumaid ___umbrohte___ .	3245	63
kilo_vattund	NOUN	Gen	Sing	energia	NOUN	Par	Sing	kilovatt-tundi energiat	Ühe tonni plasti tootmiseks kulub 30 000 ___kilovatt-tundi___ ___energiat___ .	3270	2
kilo	NOUN	Par	Sing	plast	NOUN	Par	Sing	kilo plasti	Edasi : kui oletada , et korduvkasutusega plastkuuse valmistamiseks kulub umbes viis ___kilo___ ___plasti___ , on selle valmistamiseks vajalik energiahulk võrdne 40 kilos puidus olevaga .	3271	23
hulk	NOUN	Nom	Sing	kütus	NOUN	Par	Sing	hulk kütust	Enamasti pärinevad plastkuused Taiwanilt või Hiinast , mis tähendab , et nende Eestisse toomiseks kulub veel üüratu ___hulk___ ___kütust___ transpordile .	3275	45
osa	NOUN	Nom	Sing	inimene	NOUN	Par	Plur	osa inimesi	Nõnda peab ___osa___ ___inimesi___ mõistlikumaks ehtida jõuludeks eluskuusk koduaias või oma maakodus akna taga .	3286	236
kilo_vattund	NOUN	Gen	Sing	energia	NOUN	Par	Sing	kilovatt-tundi energiat	Ühe tonni plasti tootmiseks kulub mõnisada ___kilovatt-tundi___ ___energiat___ .	3291	2
kasvu_hoone_gaas	NOUN	Gen	Plur	õhku_paiskamine	NOUN	Par	Sing	kasvuhoonegaaside õhkupaiskamist	Samuti peab EL-i energiapoliitikat vaatama kooskõlas EL-i kliimapoliitikaga , mis seab sihiks kliimamuutuse pidurdamise , vähendades ___kasvuhoonegaaside___ ___õhkupaiskamist___ 20% võrra võrreldes 1990. aastaga .	3299	9
nafta	NOUN	Gen	Sing	surve	NOUN	Par	Sing	nafta survet	Esmalt avaldab kallis ___nafta___ ___survet___ tarbijatele ning sunnib neid käituma säästlikumalt .	3331	14
sugu	NOUN	Gen	Sing	areng	NOUN	Par	Sing	soo arengut	Uuritakse ___soo___ ___arengut___ ja jõhvikate kasvatamist .	3372	12
jõhvikas	NOUN	Gen	Plur	kasvatamine	NOUN	Par	Sing	jõhvikate kasvatamist	Uuritakse soo arengut ja ___jõhvikate___ ___kasvatamist___ .	3372	3
lind	NOUN	Gen	Plur	pesakoht	NOUN	Par	Plur	lindude pesakohti	Kaitseala peamiseks eesmärgiks on hoida ___lindude___ ___pesakohti___ .	3382	59
naine	NOUN	Gen	Sing	nimi	NOUN	Par	Sing	naise nime	See looduskaitseala kannab ___naise___ ___nime___ .	3388	146
inimene	NOUN	Gen	Sing	areng	NOUN	Par	Sing	inimese arengut	Armastus soodustab ___inimese___ ___arengut___ .	3466	1323
inimene	NOUN	Gen	Sing	toetamine	NOUN	Par	Sing	inimese toetamist	Armastus tähendab teise ___inimese___ ___toetamist___ .	3467	1323
noorik	NOUN	Gen	Sing	töökus	NOUN	Par	Sing	nooriku töökust	Laisk naine oli kodu õnnetus ja mõnes peres peeti ___nooriku___ ___töökust___ ainukeseks väärtuseks .	3487	1
kuu	NOUN	Gen	Sing	aeg	NOUN	Par	Sing	kuu aega	Lühim kihlusaeg võis olla ___kuu___ ___aega___ .	3501	156
jumal	NOUN	Gen	Sing	õnnistus	NOUN	Par	Sing	jumala õnnistust	Õpetaja palus neile eluteele kaasa ___jumala___ ___õnnistust___ .	3516	17
kasutamine	NOUN	Gen	Sing	viga	NOUN	Par	Plur	kasutamise vigu	Üks esimesi aja ___kasutamise___ ___vigu___ on venitamine - tegevuste edasilükkamine ühel või teisel põhjusel .	3557	61
vanem	NOUN	Nom	Plur	aeg	NOUN	Par	Sing	vanemad aega	On see siis vestlus möödunud lasteaia- või koolipäevast , lastega joonistamine , lugemine , mäng , jalutuskäik - selleks peavad ___vanemad___ ___aega___ leidma .	3569	316
laps	NOUN	Gen	Plur	magama_minek	NOUN	Par	Sing	laste magamaminekut	Kui tõesti on õhtul veel vaja tööd teha , tehke seda pärast ___laste___ ___magamaminekut___ .	3570	810
elekter	NOUN	Gen	Sing	tarbimine	NOUN	Par	Sing	elektri tarbimist	Vähenda ___elektri___ ja vee ___tarbimist___ .	3603	11
teater	NOUN	Gen	Sing	ühis_külastus	NOUN	Par	Plur	teatri ühiskülastusi	Ma vihkan ___teatri___ ___ühiskülastusi___ , eriti veel ooperis käimist .	3648	149
näite_kirjanik	NOUN	Gen	Plur	teos	NOUN	Par	Plur	näitekirjanike teoseid	Iseseisvusajal arenes teater jõudsasti , lavastati maailmakuulsate ___näitekirjanike___ ___teoseid___ ning etendati ka eesti algupäraseid näidendeid .	3676	1
hulk	NOUN	Nom	Sing	harrastus_teate	NOUN	Par	Plur	hulk harrastusteatreid	Praegu on Eestis 12 riiklikku teatrit , ___hulk___ ___harrastusteatreid___ ning mõned iseseisvad ja isemajandavad trupid , nagu Von Krahh teater Tallinnas ( asutatud 1992 ) .	3677	45
silm	NOUN	Gen	Sing	vaatamine	NOUN	Par	Sing	silma vaatamist	Siis tuleb vältida partnerile ___silma___ ___vaatamist___ ja keskenduda sajaprotsendiliselt situatsioonile .	3702	187
tegemine	NOUN	Gen	Sing	rõõm	NOUN	Par	Sing	tegemise rõõmu	Eesti filmid pakuvad tegijatele vaid ___tegemise___ ___rõõmu___ , kasumit nendega pole veel keegi teenida suutnud .	3764	87
enamik	NOUN	Nom	Sing	poiss	NOUN	Par	Plur	Enamik poisse	___Enamik___ ___poisse___ on nooruses midagi pihta pannud või õunaraksus käinud , andmata endale aru , et tegemist on kriminaalkuriteoga .	3788	42
film	NOUN	Gen	Sing	tootmine	NOUN	Par	Sing	filmi tootmist	Produtsent tegeleb finantsidega ja korraldab ___filmi___ ___tootmist___ .	3808	241
filmi_võte	NOUN	Gen	Plur	algus	NOUN	Par	Sing	filmivõtete algust	Kümnele filmis koolipoisse kehastavale näitlejale anti enne ___filmivõtete___ ___algust___ Kaitseväe Lahingukoolis sõjanduskoolitust .	3842	8
kogu	NOUN	Nom	Plur	mõte	NOUN	Par	Plur	kogud mõtteid	Seal siis tegeled enesepuhastamisega , ___kogud___ ___mõtteid___ .	3957	8
bänd	NOUN	Gen	Sing	loomine	NOUN	Par	Sing	bändi loomist	Olime head tuttavad juba enne ___bändi___ ___loomist___ , aga aja jooksul oleme kasvanud lähedasteks .	3979	30
hulk	NOUN	Nom	Sing	kontsert	NOUN	Par	Plur	hulk kontserte	Festivali raames leiab aset ___hulk___ ___kontserte___ linnas ja maakonnas , samuti päevased pargikontserdid kesklinnas .	4025	45
aasta	NOUN	Gen	Plur	osa	NOUN	Par	Sing	aastate osa	Ainulaadsest Suupillifestivalist Baltic-Nordic Harmonica on läbi ___aastate___ ___osa___ võtnud suupillimängijad Põhja- ja Baltimaadest , samuti Saksamaalt , Austriast , Hollandist , Inglismaalt ja Prantsusmaalt .	4031	906
toru_pilli_muusika	NOUN	Gen	Sing	mõju	NOUN	Par	Sing	torupillimuusika mõju	Eesti vanemas viiulimängu stiilis on märgata ___torupillimuusika___ ___mõju___ , levinud oli näiteks torupilli imiteerimine ühel või kahel viiulil .	4060	1
eestlane	NOUN	Gen	Plur	esinemine	NOUN	Par	Plur	eestlaste esinemisi	Võrrelge ___eestlaste___ ___esinemisi___ 10 aasta jooksul ( vt lk 129 ) ning esitage selle kohta küsimusi .	4159	119
Euro_visioon	NOUN	Gen	Sing	laulu_võistlus	NOUN	Par	Sing	Eurovisiooni lauluvõistlust	___Eurovisiooni___ ___lauluvõistlust___ korraldab Euroopa Ringhäälingute Liit ( EBU ) .	4162	1
enamik	NOUN	Nom	Sing	laul	NOUN	Par	Plur	Enamik laule	___Enamik___ ___laule___ on pärast seda ingliskeelsed .	4174	42
kunstnik	NOUN	Gen	Plur	teos	NOUN	Par	Plur	kunstnike teoseid	Kingitus sisaldab ___kunstnike___ ___teoseid___ alates 1920. aastast , peamiselt Teise maailmasõja järgsest perioodist .	4253	57
eestlane	NOUN	Gen	Plur	ärkamine	NOUN	Par	Sing	eestlaste ärkamist	Pilt sümboliseeris ___eestlaste___ ja lätlaste rahvuslikku ___ärkamist___ .	4274	119
rahvas	NOUN	Gen	Sing	kannatus	NOUN	Par	Plur	rahva kannatusi	Vaeses peres kasvanuna tundis Köler meie ___rahva___ majanduslikke ja ühiskondlikke ___kannatusi___ põhjalikult .	4275	67
kunstnik	NOUN	Gen	Plur	töö	NOUN	Par	Plur	kunstnike töid	Iga haritud inimene peab tundma kuulsamate ___kunstnike___ ___töid___ .	4322	57
enamik	NOUN	Nom	Sing	inimene	NOUN	Par	Plur	enamik inimesi	Arvan , et ___enamik___ ___inimesi___ ei käi kirikus selleks , et jutlust kuulata , palvetada või pihtida .	4338	42
religioon	NOUN	Gen	Sing	põhi_tõde	NOUN	Par	Plur	religiooni põhitõdesid	Arvan , et võiks olla mingi kombeõpetuse kursus , kus käsitletakse ___religiooni___ ___põhitõdesid___ .	4424	6
noor	NOUN	Gen	Plur	käitumine	NOUN	Par	Sing	Noorte käitumist	___Noorte___ ___käitumist___ mõjutab sageli veel üks tõsiasi : teie kujutluses on vanemad alati täiskasvanud olnud , eluaeg .	4475	139
tükk	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tükk aega	Minu Hispaanias elav tuttav ei saanud ___tükk___ ___aega___ aru , mida see SMS-parkimine endast kujutab .	4498	30
enamik	NOUN	Nom	Sing	noor	NOUN	Par	Plur	enamik noori	Mulle ei meeldi , et ___enamik___ ___noori___ kannab igas seltskonnas ja üritusel teksaseid .	4523	42
usaldus	NOUN	Gen	Sing	tekkimine	NOUN	Par	Sing	usalduse tekkimist	See takistab ju ___usalduse___ ___tekkimist___ .	4580	6
rakk	NOUN	Gen	Plur	vananemine	NOUN	Par	Sing	rakkude vananemist	Need aeglustavad ___rakkude___ ___vananemist___ .	4636	4
meistri_teos	NOUN	Gen	Plur	kingse_pana	NOUN	Par	Sing	meistriteose kingsepana	Paljud mehed on kujundanud oma elust ___meistriteose___ ___kingsepana___ , on teinud selle töö auväärseks ja lugupeetavaks .	4678	3
vanem	NOUN	Gen	Plur	laps	NOUN	Par	Plur	vanemate lapsi	Sama palju kui kohtame edukate ___vanemate___ edukaid ___lapsi___ , võiksime tuua ka vastupidiseid näiteid , kus tuntud intellektuaalsete vanemate lapsed on tõelised tuuletallajad või lugupeetud rikastest suguvõsadest sirguvad eluvõõrad memmepojad , kes vanemate teenitud varanduse kärmesti ära kulutavad .	4805	316
liigendus	NOUN	Gen	Sing	jälgimine	NOUN	Par	Sing	liigenduse jälgimist	Tekstilõikude vahele on soovitav jätta üks tühi rida : see lihtsustab teksti ___liigenduse___ ___jälgimist___ ja kirjutatust arusaamist .	4880	1
kirjutatus	NOUN	Par	Sing	aru_saamine	NOUN	Par	Sing	kirjutatust arusaamist	Tekstilõikude vahele on soovitav jätta üks tühi rida : see lihtsustab teksti liigenduse jälgimist ja ___kirjutatust___ ___arusaamist___ .	4880	1
analüüs	NOUN	Gen	Sing	kogemus	NOUN	Par	Sing	analüüsi kogemust	Järgmise sammuna ___analüüsi___ enda senist ___kogemust___ , omandatud teadmisi ja oskusi ning hinda , millised sinu omadused vastavad kõige paremini esitatud nõudmistele .	4891	7
töö_koht	NOUN	Gen	Sing	saamine	NOUN	Par	Sing	töökoha saamist	See nõuanne on kehtiv ka juba karjääri teinud spetsialistidele , kuna üha enam mõjutavad hea ___töökoha___ ___saamist___ eduka intervjuu kõrval ka eelmiste tööandjate positiivsed soovitused .	4894	63
võime	NOUN	Gen	Plur	rakendamine	NOUN	Par	Sing	võimete rakendamist	Hindab tegevusi , mis nõuavad kehaliste ___võimete___ ___rakendamist___ , füüsilist vastupidavust ning tehnilisi teadmisi .	4904	40
inimene	NOUN	Gen	Plur	aitamine	NOUN	Par	Sing	inimeste aitamist	Tunneb ennast hästi töökeskkonnas , kus julgustatakse koostööd , paindlikkust , mõistmist ja sõbralikkust ning väärtustatakse teiste ___inimeste___ ___aitamist___ .	4946	1323
info	NOUN	Gen	Sing	töötlemine	NOUN	Par	Sing	info töötlemist	Meeldib täita ülesandeid , mis nõuavad konkreetset sõnalise ja matemaatilise ___info___ ___töötlemist___ .	4960	97
tööle_võtmine	NOUN	Gen	Sing	võimalus	NOUN	Par	Plur	töölevõtmise võimalusi	Liiga madala palganumbri pakkumine näitab , et sa ei hinda ennast kuigi kõrgelt ja see võib vähendada sinu ___töölevõtmise___ ___võimalusi___ .	5014	1
JOON	NOUN	Nom	Sing	tee	NOUN	Par	Sing	JOON TEED	MA ___JOON___ MEEGA ___TEED___ .	5419	3
sent	NOUN	Par	Sing	kilo	NOUN	Par	Sing	senti kilo	Nelikümmend ___senti___ ___kilo___ .	6089	20
kool	NOUN	Gen	Sing	mööbli_pood	NOUN	Par	Sing	kooli mööblipoodi	Eile läksime isaga pärast ___kooli___ ___mööblipoodi___ .	6426	1013
tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Aga oleme õues ainult ___tund___ ___aega___ .	6590	555
mee	NOUN	Gen	Sing	tee	NOUN	Par	Sing	meega teed	Joo ___meega___ ___teed___ .	6595	2
laps	NOUN	Gen	Plur	kaart	NOUN	Par	Plur	laste kaarte	President vaatab ___laste___ joonistatud Eesti ___kaarte___ .	6737	810
klass	NOUN	Gen	Sing	õpilane	NOUN	Par	Plur	klassi õpilasi	Koolis hakkame sel aastal aitama esimese ___klassi___ ___õpilasi___ .	8535	502
tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Me sõitsime autoga ___tund___ ___aega___ .	8683	555
välis_uks	NOUN	Gen	Sing	hääl	NOUN	Par	Sing	välisukse häält	Korraga kuulsin ___välisukse___ ___häält___ .	8948	4
tüdruk	NOUN	Gen	Plur	asi	NOUN	Par	Plur	tüdrukute asju	Tüdrukud voldivad ___tüdrukute___ ___asju___ .	9104	285
tüdruk	NOUN	Gen	Plur	mäng	NOUN	Par	Plur	tüdrukute mänge	Ei ole olemas ___tüdrukute___ ___mänge___ ja poiste mänge .	9110	285
poiss	NOUN	Gen	Plur	mäng	NOUN	Par	Plur	poiste mänge	Ei ole olemas tüdrukute mänge ja ___poiste___ ___mänge___ .	9110	262
tükk	NOUN	Par	Sing	kringel	NOUN	Par	Sing	tükki kringlit	Laupäeval sõid sa Birgiti sünnipäeval mitu ___tükki___ ___kringlit___ , eile aga jäätist ja kommi .	9271	30
tükk	NOUN	Par	Sing	kringel	NOUN	Par	Sing	tükki kringlit	Pühapäeval sõi Piia mitu ___tükki___ ___kringlit___ .	9291	30
raamat	NOUN	Gen	Sing	katkend	NOUN	Par	Sing	raamatu katkendit	Sa oled ühte Aino Perviku ___raamatu___ ___katkendit___ lugenud .	9545	289
isa	NOUN	Gen	Sing	sõber	NOUN	Par	Sing	isa sõpra	Varsti pärast neid veel kaks ema ja ___isa___ ___sõpra___ .	9564	469
tükk	NOUN	Nom	Sing	aja_lugu	NOUN	Par	Sing	tükk ajalugu	Antiigipoes võivad mõned asjad olla väga kallid , sest need on nagu väike ___tükk___ ___ajalugu___ .	9628	30
klass	NOUN	Gen	Sing	õpilane	NOUN	Par	Plur	klassi õpilasi	Lilli ütles , et talle meeldis kõige rohkem see , kui me aitasime esimese ___klassi___ ___õpilasi___ .	9732	502
klass	NOUN	Gen	Sing	õpilane	NOUN	Par	Plur	klassi õpilasi	Lillile meeldis teise ___klassi___ ___õpilasi___ aidata .	9746	502
kord	NOUN	Par	Sing	vana_isa	NOUN	Par	Sing	korda vanaisa	Samal ajal elas ka üks vanavanavana - ja veel mitu tuhat ___korda___ ___vanaisa___ .	9875	411
tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Mul on üks ___tund___ ___aega___ .	10542	555
tund	NOUN	Gen	Sing	kitar	NOUN	Par	Sing	tunni kitarri	Igal laupäeval ma mängin kaks tundi klaverit ja ühe ___tunni___ ___kitarri___ .	11241	555
vanem	NOUN	Nom	Plur	lubadus	NOUN	Par	Sing	vanemad lubadust	Õpetaja Laur solvus , kui ta ___vanemad___ oma ___lubadust___ ei pidanud .	11942	316
tükk	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tükk aega	Teele , ma unistan juba ___tükk___ ___aega___ sellest , et kinno üht koertefilmi vaatama minna !	11956	30
tükk	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tükk aega	Ma olin juba ___tükk___ ___aega___ uuest rattast unistanud .	12044	30
reklaam	NOUN	Gen	Sing	välimus	NOUN	Par	Sing	reklaami välimust	Kirjelda ___reklaami___ ___välimust___ !	12176	90
kuu	NOUN	Gen	Sing	aeg	NOUN	Par	Sing	kuu aega	Ema vastas , et nüüd ei saa ma vähemalt ___kuu___ ___aega___ trenni minna .	12219	156
president	NOUN	Par	Sing	kõne	NOUN	Par	Sing	presidenti kõnet	Minu meelest oli naljakas , kuidas Kaarel kutsus ___presidenti___ ___kõnet___ pidama !	12384	48
klass	NOUN	Gen	Sing	õpilane	NOUN	Par	Sing	klassi õpilast	Aktusejuhid olid kaks 4. ___klassi___ ___õpilast___ .	12402	502
vaba_riik	NOUN	Gen	Sing	pea_minister	NOUN	Par	Sing	vabariigi peaministrit	Kaarel kutsus Eesti ___vabariigi___ ___peaministrit___ kõnet pidama .	12407	15
kooli-TV	NOUN	Gen	Sing	saade	NOUN	Par	Sing	kooli-TV saadet	Ma nägin täna sinu ___kooli-TV___ ___saadet___ .	12480	1
kuu	NOUN	Gen	Sing	aeg	NOUN	Par	Sing	kuu aega	Äkki siis ainult ___kuu___ ___aega___ ?	12549	156
kuu	NOUN	Gen	Sing	aeg	NOUN	Par	Sing	kuu aega	Kokkuvõttes arvasid vanemad , et ma olen vahetusprogrammi jaoks liiga noor , et ___kuu___ ___aega___ on liiga pikk aeg ning et kõigepealt peaksin sellest rääkima õpetajaga .	12563	156
aasta	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	aasta aega	Näiteks oleks väga põnev ___aasta___ ___aega___ Ameerikas õppida !	12715	906
minut	NOUN	Par	Sing	aeg	NOUN	Par	Sing	minutit aega	Kui ma kella vaatasin , oli esimese tunni alguseni ainult neli ___minutit___ ___aega___ !	12723	105
tund	NOUN	Par	Sing	aeg	NOUN	Par	Sing	tundi aega	Aga Teelel võtab juba kooliminek pool ___tundi___ ___aega___ !	12862	555
tund	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tund aega	Ometi ei ole see nii tähtis , sest sellise kodu nimel olen ma nõus iga päev ___tund___ ___aega___ bussis olema , et kooli , koju või trenni sõita .	13135	555
unistus	NOUN	Gen	Plur	kodu	NOUN	Par	Plur	unistuste kodusid	Tehke paberile tabel , kus võrdlete Ana ja Reinu ___unistuste___ ___kodusid___ !	13163	72
õpilane	NOUN	Gen	Plur	õppimis_võime	NOUN	Par	Sing	õpilaste õppimisvõimet	Kuidas mõjutab kodu ___õpilaste___ ___õppimisvõimet___ ning soovi end teostada ?	13239	429
eks_kursioon	NOUN	Gen	Plur	reklaam	NOUN	Par	Plur	ekskursioonide reklaame	Kas sa nägid e-koolis ___ekskursioonide___ ___reklaame___ ?	13318	13
rong	NOUN	Gen	Sing	väljumine	NOUN	Par	Sing	rongi väljumist	Kui mina jõudsin Balti jaama kolmveerand kaheksa , siis Ana täpselt kolm minutit enne ___rongi___ ___väljumist___ !	13405	47
tükk	NOUN	Nom	Sing	aeg	NOUN	Par	Sing	tükk aega	Me valisime klassiekskursiooni jaoks sobivat kohta ___tükk___ ___aega___ .	13448	30
kool	NOUN	Gen	Sing	vormi_mõte	NOUN	Par	Sing	kooli vormimõtet	Selle tarvis on kokku pandud meeskond , kes hakkab klassides ___kooli___ ___vormimõtet___ tutvustama , viib läbi küsitlusi ning teeb kokkuvõtteid .	13816	1013
klass	NOUN	Gen	Plur	abi	NOUN	Par	Sing	klasside abi	Selle ja järgmise nädala jooksul palub koolivormi meeskond kõikide ___klasside___ ___abi___ .	13835	502
klass	NOUN	Gen	Plur	kokku_võte	NOUN	Par	Plur	klasside kokkuvõtteid	Järgmise nädala reedel ootab koolivormi meeskond ___klasside___ ___kokkuvõtteid___ .	13836	502
vorm	NOUN	Gen	Sing	komplekt	NOUN	Par	Sing	vormi komplekti	Just Anni Saar on see , kes on meie koolile kolm kooli ___vormi___ ___komplekti___ disaininud .	13857	50
kooli_vorm	NOUN	Gen	Sing	särk	NOUN	Par	Sing	koolivormi särki	Kes soovib , võib kanda vormi ka iga päev , aga siis ei ole lubatud kanda ___koolivormi___ pidulikku valget ___särki___ .	13906	71
klass	NOUN	Gen	Sing	õpilane	NOUN	Par	Sing	klassi õpilast	Oleme kaks 9. ___klassi___ ___õpilast___ Doris ja Ervin ning oleme matemaatikahuvilised .	13976	502
ema	NOUN	Gen	Sing	lemmik_saade	NOUN	Par	Plur	ema lemmiksaateid	Siis me kuulame ___ema___ ___lemmiksaateid___ kirjandusest ja poliitikast .	14002	549
