id,verb,verb_compound,verb_feats,verb_is_aux,verb_deprel,sup_verb,sup_verb_feats,sup_verb_deprel,sentence,sentence_id
646,õppima,,"ps,ill,sup,main",1,root,omama,"ps,ill,sup,main",conj,"Respondendid lahutatud peredest peaksid sotsialiseerumishüpoteesi kohaselt ___õppima___ ja ___omama___ rohkem pessimistlikumat suhtumist perekonda ja abiellu , mis väljendub väiksemates investeeringutes suhtesse , mille noor ise loob ( Becker , 1973 ) ning suuremas vabaabielude osakaalus lahutatud peredest pärit noorte seas .",209662
648,piirduma,,"ps,ill,mod,sup",1,root,tõdema,"ps,ill,sup,main",conj,"Antud hetkel peame ___piirduma___ deskriptiivse lähenemisega ja ___tõdema___ , et ala teoreetiline mõtestamine ning analüüs seisab kogu maailmas alles ees .",209841
653,õppima,,"aux,inf",0,conj,tundma,"ps,aux,ill,sup",xcomp,"“ Uue ajastu tunnusjooneks oli / - - - / aina kiirenev info- ning mõttevahetus , silmaringi laiendamine , enese ja teiste harimine , püüd maailma maid ja rahvaid , ka oma provintside elu ja elanikke ning ühtlasi Venemaad sügavamalt ___tundma___ ___õppida___ ” ( Jansen 2000 : 1164 ) .",210009
655,saama,,"inf,main",0,csubj:cop,hakkama,"ps,ill,sup,main",xcomp,"Võib eeldada , et üleminekuperioodi alguses oli majanduslikult kergem ___hakkama___ ___saada___ kahe töölkäiva täiskasvanuga leibkondadel kui üksinda elavatel indiviididel .",210172
664,harjuma,,"ps,aux,past,partic",1,advcl,muutma,"ps,ill,mod,sup",conj,"Kuna inimesed on ___harjunud___ väljakujunenud rutiiniga ega ole alati aldid seda ___muutma___ , siis tekitab kõik uus probleeme .",210528
683,kalduma,,"af,pl,ps,mod,ps3,pres,indic",0,acl,õppima,"ps,ill,mod,sup",xcomp,"Ei saa ka välistada , et nimetatud tulemus on seotud noorte sotsiaalmajandusliku tausta ja leibkonna toimetulekuga ehk asjaoluga , et kutseõppes ___kalduvad___ ___õppima___ pigem need noored , kelle päritolu perekond ei suuda neile õpingute ajaks vajalikku majanduslikku toetust tagada .",211039
686,nõustuma,,"ps,ill,sup,main",1,acl:relcl,kohandama,"ps,aux,ill,sup",conj,"Vabadus on enamuse tahe , millega ülejäänud ( enamusest eristuvad kodanikud ) peavad ___nõustuma___ ja selle enda jaoks ___kohandama___ , et ka nemad saaksid enamuse vabadusest osa saada .",211456
694,kalduma,,"af,pl,ps,ps3,main,pres,indic",0,root,otsima,"ps,ill,mod,sup",xcomp,"Kui esimesed otsivad pigem meelelahutust ( kuigi mitte alati ) , siis teised ___kalduvad___ ___otsima___ “ reaalsusele ” vastavat objektiivset informatsiooni ja “ normaalsuse ” ( moraali jne ) propageerimist .",211613
710,tajuma,,"ps,neg,main,pres,indic",1,ccomp,olema,"ps,ill,mod,sup",xcomp,"See tähendab , et tänane töötaja ei ___taju___ ennast koormatud ___olema___ kohutustega oma tööandja ees .",211948
716,tajuma,,"af,ps,sg,ps3,main,pres,indic",0,acl,olema,"ps,aux,ill,sup",xcomp,"Lepped oma vormilt on põhi kohustuste osas tasakaalustamata , tegemist on töötaja ülekoormatusega , kus töötaja ___tajub___ endale ___olema___ enam kohutusi kui organisatsioonil .",212047
717,õppima,,"ps,ill,mod,sup",0,xcomp,omandama,"ps,ill,sup,main",conj,"Oma kohustuste suuna poolest eelistavad nad tasakaalustatud leppeid ning olulisemaks kohustuseks peavad oma teadmiste ja oskuste kõrgetasemelisuse , nad on valmis ___õppima___ ja uusi oskusi ___omandama___ .",212069
739,arvama,,"af,ps,sg,ps3,impf,main,indic",0,root,töötama,"ps,ill,sup,main",ccomp,"28 % uurimuses osalenutest ___arvas___ , et koolisotsiaaltöötaja peaks ___töötama___ kooli alluvuses ning alluma direktorile ja 25 % arvas , et koolisotsiaaltöötaja peaks töötama sotsiaalabi osakonnas ning alluma sotsiaalabi osakonna juhatajale ( joonis 5 ) .",212300
741,arvama,,"af,ps,sg,ps3,impf,main,indic",0,conj,töötama,"ps,ill,sup,main",ccomp,"28 % uurimuses osalenutest arvas , et koolisotsiaaltöötaja peaks töötama kooli alluvuses ning alluma direktorile ja 25 % ___arvas___ , et koolisotsiaaltöötaja peaks ___töötama___ sotsiaalabi osakonnas ning alluma sotsiaalabi osakonna juhatajale ( joonis 5 ) .",212300
745,kippuma,,"af,ps,sg,mod,ps3,pres,indic",0,conj,teravnema,"ps,ill,mod,sup",xcomp,"Avalik debatt ei ole seotud ainult valimistega , kuid see ___kipub___ siiski ___teravnema___ just valimiste ajal .",212388
750,õppima,,"inf,main",1,parataxis,tundma,"ps,ill,sup,main",xcomp,"Hoiakutes konkreetse loodusobjekti - metsa suhtes on eestlastel enam väljendunud tunnetuslik orientatsioon ( “ Metsas saan loodust ___tundma___ ___õppida___ ” ) , mitte-eestlastel ilmnevad intensiivsemalt positiivsed tunded metsa suhtes , ( “ Mets on ilus ” , “ Mets sisendab minusse rahu ja tasakaalu ” , “ Metsas tunnen end argimuredest vabana ” , “ Mets on ” põnev ja huvitav ” ) .",212681
751,õppima,,"inf,mod",0,conj,mõtlema,"ps,aux,ill,sup",xcomp,"Tuleb õppida iseseisvalt , st lugeda ja saada loetust aru , osata saadud teadmisi rakendada , ___õppida___ ___mõtlema___ .",212737
753,õppima,,"af,mod,imps,pres,indic",0,root,õppima,"ps,ill,sup,main",xcomp,Kus ___õpitakse___ ___õppima___ ?,212826
756,õppima,,"ps,aux,ill,sup",0,xcomp,realiseerima,"ps,aux,ill,sup",conj,"See on tegelikult problemaatika , mis seob üldharidussüsteemi tööjõuturuga - ettevalmistaval perioodil õpetatakse noor inimene ___õppima___ , teisel etapil õpioskusi ___realiseerima___ .",212829
758,õppima,,"af,ps,sg,mod,ps1,impf,indic",0,root,õppima,"ps,ill,sup,main",xcomp,Ise ___õppisin___ ___õppima___ - 61%,212831
762,õppima,,"af,ps,sg,mod,ps2,pres,imper",1,advcl,analüüsima,"ps,ill,sup,main",xcomp,"Infotehnoloogia arenguga on informatsioon muutunud väga kergesti kättesaadavaks , aga kui noor inimene ei ___õpi___ informatsiooni ___analüüsima___ , vajalikku informatsiooni eraldama ja kasutama , siis väljavaated tööjõuturul ahenevad .",212844
766,õppima,,"af,ps,sg,ps3,main,pres,indic",0,root,õppima,"ps,aux,ill,sup",xcomp,"Õpilane ___õpib___ ___õppima___ igas tunnis , igal õppepäeval , igal õppeaastal , iga õpetaja juhendamisel .",212847
802,pääsema,,"af,pl,ps,aux,ps3,pres,indic",0,root,kandma,"ps,aux,ill,sup",xcomp,"Kolm eestlasest vangi ___pääsevad___ Taist Eestisse karistust ___kandma___ ( PM Online 6. mai . ) [ 29 ] , Kolm eestlast pääseb Tai vanglaõudustest [ 30 ] , Eesti vangid õppisid ja sportisid Tais [ 31 ] , Tai laseb veel kaks eesti narkokullerit koju [ 32 ] .",213399
808,pääsema,,"af,pl,ps,ps3,main,pres,indic",0,root,kandma,"ps,aux,ill,sup",xcomp,[ 29 ] Kolm eestlasest vangi ___pääsevad___ Taist Eestisse karistust ___kandma___ .,213624
809,pääsema,,"af,pl,ps,ps3,main,pres,indic",0,parataxis,kandma,"ps,aux,ill,sup",xcomp,/ / Eesti Päevaleht ( 2003 ) 27. aug . ; Kolm eestlasest vangi ___pääsevad___ Taist Eestisse karistust ___kandma___ .,213644
825,kalduma,,"af,ps,sg,ps3,main,pres,indic",0,conj,ähmastama,"ps,ill,sup,main",xcomp,"“ Sageli me usaldame meedia vahendusel saadud informatsiooni , kuid seesama meedia ___kaldub___ ___ähmastama___ piiri fakti ja väljamõeldise , tõe ja fantaasia vahel ” , kirjutab Donileen Loseke ( 1999 )",213989
827,sattuma,,"af,ps,sg,ps1,impf,main,indic",0,root,lugema,"ps,aux,ill,sup",xcomp,"2003. aasta septembris , kui olin just alustanud oma doktorandi-aastat Tampere Ülikooli juures , ___sattusin___ õnneliku juhuse tulemusel ___lugema___ Jaber F. Gubriumi ja James A. Holsteini suurepärast raamatut “ What Is Family ? ”",214002
838,kalduma,,"af,pl,ps,aux,ps3,pres,indic",0,root,seletama,"ps,aux,ill,sup",xcomp,"Kõrgema enesehinnangu ja parema õppeedukusega õpilased ___kalduvad___ ___seletama___ oma edu sisemiste , püsivate ja mõjutamatute teguritega , näiteks võimekusega , ebaedu aga kas sisemiste , juhuslike ja mõjutatavate teguritega , näiteks pingutustega , või selliste mõjutamatute teguritega nagu ülesande raskus .",214479
840,kippuma,,"af,pl,ps,aux,ps3,pres,indic",0,conj,loobuma,"ps,ill,mod,sup",xcomp,"Õpilasi , kes lähenevad ülesannetele väga väikese eduootusega ja ___kipuvad___ selle lahendamisest esimeste raskuste korral ___loobuma___ , on hakatud nimetama ebaõnnestumissündroomiga õpilasteks ( Brophy 1998 ) ja nende mõtlemisstrateegiat seostatud õpitud abitusega .",214482
848,saama,,"af,ps,sg,mod,ps3,pres,indic",0,ccomp,hakkama,"ps,aux,ill,sup",xcomp,"Edu ennustamine kinnitas õpilase edustrateegiat : ta sai juurde enesekindlust ja tundis , et ___saab___ elus ___hakkama___ .",214558
867,nõustuma,,"af,ps,sg,aux,ps1,pres,indic",0,root,kujundama,"ps,aux,ill,sup",advcl,"Siinkohal ___nõustun___ Tasshakkori ja Teddlie seisukohaga ( 2003b : 695 ) , et esimene uurimismeetodite kursus peaks ___kujundama___ arusaamise nii kvalitatiivse ja kvantitatiivse lähenemise sarnasustest kui ka erinevustest , kuid ma ei pea kohaseks nimetada seda ( või käsitleda seda kui ) kombineeritud meetodite kursuseks ( “ mixed methods course ” ) , sest kindlasti ei saa olla esimese kursuse eesmärgiks fokusseeruda kombineeritud uuringudisainide tutvustamisele .",214743
881,saama,,"ps,mod,neg,impf,indic",1,acl:relcl,hakkama,"ps,ill,mod,sup",xcomp,"Sellise proportsionaalse maksusüsteemi ja suhteliselt madala maksumäära valikul oli mitu põhjust : majandusalaste teadmiste tase , nõrk maksuamet , milline ei oleks ___hakkama___ ___saanud___ vähegi keerulisema maksusüsteemi korral maksu kogumisega , soov kaasa aidata kiiremale kapitali esialgsele akumulatsioonile elanikkonna väga madala sissetulekute taseme tingimustes jmt .",215183
889,saama,,"inf,main",0,xcomp,hakkama,"ps,aux,ill,sup",xcomp,"Usaldus teadlaste vastu , hea kohanemise muutustega ja positiivsed ootused tuleviku paremaks muutumise osas näitavad suhteliselt kõrget enesehinnangut ning samas ka inimeste potentsiaali ja valmidust edukalt ___hakkama___ ___saada___ .",215663
895,õppima,,"aux,inf",0,acl,koordineerima,"ps,aux,ill,sup",xcomp,"Kui kurtidele esitada nende kõnest leitud parameetrid koos lubatud muutumispiiridega visuaalselt , siis on neil võimalus ___õppida___ paremini ___koordineerima___ oma kõneorganite tööd ja siis muutub ka nende kõne tavainimesele arusaadavamaks .",222646
909,ulatuma,,"af,pl,ps,mod,ps3,pres,indic",0,conj,saama,"ps,ill,mod,sup",xcomp,"Kuigi uurijate katsetused õpetada masinaid rääkima ja inimkõnest aru ___saama___ ___ulatuvad___ sajandite taha , on kõnesünteesi ja - tuvastustehnoloogia saanud kasutusküpseks alles eelmise sajandi viimasel kümnendil , mil keeleteaduse ja infotehnoloogia sümbioosina kujunes välja ka keeletehnoloogia uurimisvaldkond .",222860
921,tegema,,"ps,ill,mod,sup",0,parataxis,juhtuma,"ps,ill,mod,sup",conj,"Aktsioonid : ___tegema___ , ___juhtuma___ , liikuma",223183
922,tegema,,"ps,ill,mod,sup",0,parataxis,liikuma,"ps,ill,mod,sup",conj,"Aktsioonid : ___tegema___ , juhtuma , ___liikuma___",223183
938,saama,,"ps,aux,ill,sup",0,conj,muutuma,"ps,ill,sup,main",xcomp,"Näide : sünohulk = jääma 3 , minema 5 , muutuma 1 , ___saama___ 1 - kellekski , millekski või mingisuguseks , senisest erinevaks , teistsuguseks või täiesti teiseks ___muutuma___ .",223622
945,õppima,,"inf,mod",0,advcl,käänama,"ps,ill,sup,main",xcomp,"Morfoloogilise sünteesi rakenduste hulka kuulub ka keeleõpe - et ___õppida___ arvuti abil sõnu ___käänama___ ja pöörama , harjutada tüübimääramist või astmevaheldust jne .",223699
947,saama,,"af,ps,sg,mod,ps3,impf,indic",0,root,saama,"ps,ill,sup,main",conj,"Näiteks lauses Peeter ___sai___ piletid kätte viis minutit enne etendust on sõnavorm sai loomulikult verbi ___saama___ vorm , mitte nimisõna sai .",223853
960,kohustuma,,"af,ps,sg,ps3,main,pres,indic",0,acl:relcl,õppima,"ps,aux,ill,sup",xcomp,"Tallinna Tehnikaülikooli õppetegevuse eeskirja [ TTÜ ] kohaselt on õpingukava “ Õppuri poolt eelseisvaks semestriks valitud õppeainete loend , mida ta ___kohustub___ ___õppima___ ; õppekava läbimise individuaalne tee semestrite kaupa . ”",224551
964,harjuma,,"ps,main,past,partic",1,root,uurima,"ps,ill,mod,sup",xcomp,"Mõni on ___harjunud___ kõrgtaseme ülevaate saamiseks ___uurima___ domeenimudelit või andmemudelit , teine aga süsteemi funktsioonide kirjeldusi .",224706
965,õppima,,"aux,inf",0,csubj:cop,kasutama,"ps,aux,ill,sup",xcomp,"Süsteemi kirjelduse loomisel võib kasutada erinevaid mõtlemistehnikaid , kusjuures eesmärgiks on ___õppida___ ___kasutama___ holistlikku mõtlemist [ Jäderlund , 1981 , 8.16 ] .",224732
967,kippuma,,"af,ps,sg,aux,ps3,pres,indic",0,root,olema,"ps,aux,ill,sup",xcomp,"See tegevus ___kipub___ ___olema___ mobiilside jaoks optimeerimata , sest veebilehekülgede maht järjest kasvab .",224847
972,sobima,,"af,pl,ps,ps3,main,pres,indic",1,acl:relcl,olema,"ps,ill,sup,main",aux,"Scripti eesmärk on lihtsustada lausete transformeerimist , pakkudes kasutajale võimalikud lausekujud , mis peavad ___olema___ ___sobivad___ loogilise konstruktsiooni moodustamisel .",225382
975,saama,,"af,ps,sg,mod,ps2,cond,pres",0,acl,muutma,"ps,aux,ill,sup",conj,"Selleks kohustab valitsusliit riigiasutusi maakonnakeskustes sisse seadma vastuvõtuajad , et inimesed ___saaksid___ põhilised teenused kätte , või ___muutma___ asjaajamised ( toimingud ) võimalikult lihtsaks ja elukohalähedaseks .",225494
990,kalduma,,"af,ps,sg,aux,ps3,pres,indic",0,root,eelistama,"ps,aux,ill,sup",xcomp,Inimene ___kaldub___ üldiselt ___eelistama___ harjumuspärast .,226211
997,saama,,"af,ps,sg,ps2,cond,main,pres",0,advcl,hakkama,"ps,aux,ill,sup",xcomp,"Meie õppejõudude pere tuli faktiliselt iseõppimise teel ümber kvalifitseerida , nii et nad ___saaksid___ tõelise infotöötlusega ___hakkama___ .",226560
1021,kalduma,,"af,ps,sg,aux,ps3,pres,indic",0,acl,suunduma,"ps,ill,mod,sup",xcomp,"Jäljevahemälu uute käsusegmentide moodustamisel lähtutakse eeldusest , et enamik hargnemisi ___kaldub___ ___suunduma___ ühte suunda .",227105
1025,tegema,,"inf,mod",1,acl,saama,"ps,aux,ill,sup",aux,Leitakse vastus küsimusele : “ Mida süsteemiga peab ___saama___ ___teha___ ?,227379
1026,kalduma,,"af,ps,sg,mod,ps2,pres,indic",0,ccomp,olema,"ps,ill,sup,main",xcomp,"Su rakunäide reedab , kas ___kaldud___ ___olema___ õnnelik , agressiivne , aldis haigustele , energiline või kasvõi intrigant .",227523
1050,saama,,"inf,main",0,csubj,toetama,"ps,ill,sup,main",xcomp,"Ametiisikud kartsid raskusi ka Indias , kuid seal õnnestus valitsusel ___saada___ mehed peaaegu täielikult programmi ___toetama___ .",228579
1052,õppima,,"af,ps,sg,ps2,cond,main,pres",0,csubj:cop,tunnetama,"ps,ill,sup,main",xcomp,"Oluline on , et inimesed maast madalast ___õpiksid___ ___tunnetama___ maailma , hankides selle kohta teadmisi ise .",228602
1062,õppima,,"ps,ill,sup,main",0,conj,rakendama,"ps,ill,sup,main",conj,"Iga IT alal tegutseja peab olema valmis pidevalt juurde õppima ( life long learning ei tohiks IT-spetsialistile olla vaid tühipaljas loosung ) , ja mitte ainult ___õppima___ , vaid ka õpitut oma töös ___rakendama___ .",229376
1079,kippuma,,"af,pl,ps,aux,ps3,pres,indic",0,root,kahandama,"ps,ill,mod,sup",xcomp,Turvameetmed aga ___kipuvad___ tihti kasutamismugavust ___kahandama___ .,229805
1080,saama,,"ps,aux,ill,sup",1,root,lunastama,"ps,ill,mod,sup",conj,"Uute tehnoloogiate , nagu GRPS ( General Packet Radio Service ) ja EDGE ( Enhanced Data rates for GSM Evolution ) , turule jõudmisega ning uute WAP-protokolli spetsifikatsioonide ilmumisega peaks WAP-protokoll ___saama___ veelgi tuult tiibadesse ja ___lunastama___ paljud temale pandud ootused .",229815
1084,saama,,"af,ps,sg,aux,ps2,impf,indic",0,root,hakkama,"ps,ill,sup,main",xcomp,Enne personaalarvutite ilmumist ___said___ patendi- ja autoriõigus oma ülesannetega suurepäraselt ___hakkama___ .,229977
1085,tegema,,"mod,neg,impf,imps,indic",1,ccomp,olema,"ps,ill,mod,sup",aux,"Protsess nõuab , et teatud asjad peaksid ___olema___ ___tehtud___ teatud tähenduses ja teatud järjestuses , kuid kasutatavad vahendid omavad teisejärgulist tähtsust .",230016
1091,vaevuma,,"ps,aux,neg,pres,indic",1,root,osalema,"ps,aux,ill,sup",xcomp,"Kui õppejõud ei arvesta foorumil osalemise aktiivsust , ei ___vaevu___ õpilased ___osalema___ .",230375
1096,sattuma,,"af,ps,sg,aux,ps1,impf,indic",0,root,vestlema,"ps,ill,mod,sup",xcomp,"Pärast mõningaid õnnestunud arvutivõrgu projektide teostamisi ___sattusin___ ühe kasutajaga ___vestlema___ ning kuulsin üllatusega , et viimase jaoks pakub arvutivõrk niisama viletsat teenust nagu ennegi .",230519
1104,pidama,,"neg,impf,imps,main,indic",1,root,toetama,"ps,ill,mod,sup",ccomp,"Strateegilise plaani koostamisel on silmas ___peetud___ , et digitaalallkirja juurutamine riigiasutustes peab ___toetama___ riigiasutuste põhitegevusi ning",230714
1115,saama,,"inf,main",0,xcomp,kindlustama,"ps,aux,ill,sup",conj,"Seega peab selline projekt kasutama turvamudelit , mis ei lase klientarvuti ( te ) l ___saada___ käimasolevast ülesandest rohkem aimu , kui arvutuste teostamiseks hädapärast vaja , ja ___kindlustama___ , et ükski klientarvuti ei saaks tulemust ebasoodsalt mõjutada .",231017
1123,õppima,,"af,ps,sg,aux,ps3,pres,indic",0,acl:relcl,tundma,"ps,ill,mod,sup",xcomp,"Meie uusim laiend on DigiValet , väljavõetav mälumoodul , mis ___õpib___ ___tundma___ kõiki Su eelistusi .",231318
1129,kippuma,,"af,ps,sg,aux,ps3,pres,indic",0,root,kahanema,"ps,ill,mod,sup",xcomp,"Tänapäeva maailmas ___kipub___ poliitilistes reformides ___kahanema___ maailmavaate ja ideoloogia tähtsus , poliitiliste parteide valimisprogrammid erinevad üksteisest üha vähem .",231395
1134,pidama,,"ps,aux,neg,pres,indic",1,aux,lõppema,"ps,ill,sup,main",advcl,"Kuigi LIIS-programm oleks pidanud ___lõppema___ 1999. aastal nagu Tiigrihüpegi , ei ___pea___ selle eestvedajad vajalikuks alustada uue riikliku strateegia kavandamisega enne kui LIIS-i algsed eesmärgid on täielikult saavutatud ( Bicevskis jt. , 2001 ) .",231537
1147,pidama,,"af,pl,ps,mod,ps3,pres,indic",0,acl:relcl,tekkima,"ps,ill,sup,main",xcomp,"Lihtsamate või väiksemat tähtsust omavate ülesannete korral ei teki reeglina küsimusi selle kohta , milline on nõutavate asjade olemus ja kas neid asju , mis ülesande lahendamise käigus ___tekkima___ ___peavad___ , üleüldse eksisteerib või mitte .",231921
1150,kippuma,,"af,ps,sg,mod,ps3,pres,indic",0,acl:relcl,seostama,"ps,ill,mod,sup",xcomp,"Tõepoolest , lugedes programmeerimise teooria ühe klassiku , Moskva Riikliku Ülikooli professori M . R . šura-Bura sõnastatud seadusi ( mida enamik lugejaid ___kipub___ ___seostama___ Murphi seadustega ) näeme , et iga programmi saab pikendada ühe käsu võrra ( ilmselt ka kuitahes mitme käsu võrra ) !",232039
1157,kohustuma,,"af,aux,imps,pres,indic",0,acl:relcl,tegema,"ps,aux,ill,sup",xcomp,"tarkvara tegijatel pole kuigi tark sõlmida lepingut , milles ___kohustutakse___ teatavaks tähtajaks valmis ___tegema___ ning üle andma selliselt formuleeritud ülesande lahendamiseks sobivaid ja laitmatult töötavaid programme",232173
1164,kippuma,,"af,ps,sg,aux,ps3,pres,indic",0,root,olema,"ps,ill,mod,sup",xcomp,"Sarnaselt muude kommertstarkvara-pakettidega ___kipub___ ka õpisüsteemidel ___olema___ “ kapott kinni keevitatud ” - asjaolu , mis kiirelt muutuvas õppetegevuses kasuks ei tule .",232399
1165,pidama,,"ps,mod,neg,pres,indic",1,conj,kulutama,"ps,ill,mod,sup",xcomp,"Juhul kui suur osa muid kasutatavaid võrgupõhiseid lahendusi on loodud PHP + MySQL tehnoloogia baasil , tasub ka õpikeskkond valida samadele alustele - ilmselt on süsteemi haldamiseks vajalik kompetents juba olemas ja sellele ei ___pea___ enam lisaaega ega - vahendeid ___kulutama___ .",232431
1168,juhtuma,,"af,ps,sg,mod,ps3,impf,indic",0,acl:relcl,olema,"ps,aux,ill,sup",csubj,Ühel masinal sissetoksitud teksti ülekandmine teisele ( mille taga ___juhtus___ printer ___olema___ ) ei pruukinud olla ülesanne lihtsate killast .,232549
